Youtuber,subscribers,video views,category,Title,uploads,Country,channel_type,video_views_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,Population,Latitude,Longitude
The Weeknd,32600000,23379969006.0,Music,The Weeknd,169,Canada,Music,85.0,45.0,373828000.0,93500.0,1500000.0,1100000.0,17900000.0,200000.0,2011.0,36991981.0,56.130366,-106.346771
WowKidz,32200000,16613441479.0,Film & Animation,wowkidz,2,Unknown,Entertainment,4053139.0,6723.0,1.0,0.0,0.0,0.0,0.05,0.0,2006.0,0.0,0.0,0.0
KAROL G,32100000,18699145555.0,Music,KAROL G,134,Colombia,Music,140.0,46.0,465647000.0,116400.0,1900000.0,1400000.0,22400000.0,300000.0,2013.0,50339443.0,4.570868,-74.297333
Mr Bean,32100000,10602236110.0,Shows,Mr Bean,3091,United Kingdom,Comedy,400.0,5.0,56534000.0,14100.0,226100.0,169600.0,2700000.0,100000.0,2006.0,66834405.0,55.378051,-3.435973
rezendeevil,32100000,13061739758.0,Gaming,rezendeevil,11882,Brazil,Entertainment,287.0,40.0,44505000.0,11100.0,178000.0,133500.0,2100000.0,0.0,2012.0,212559417.0,-14.235004,-51.92528
StarPlus,32000000,26800674545.0,Entertainment,StarPlus,44892,India,Entertainment,60.0,40.0,1667000000.0,416800.0,6700000.0,5000000.0,80000000.0,1200000.0,2006.0,1366417754.0,20.593684,78.96288
SMTOWN,31900000,27330239663.0,Music,SMTOWN,4158,Unknown,Music,53.0,47.0,233402000.0,58400.0,933600.0,700200.0,11200000.0,100000.0,2006.0,0.0,0.0,0.0
GMA  Network,31900000,19428308461.0,Entertainment,GMA  Network,93311,Philippines,Entertainment,129.0,41.0,798510000.0,199600.0,3200000.0,2400000.0,38300000.0,500000.0,2006.0,108116615.0,12.879721,121.774017
GENIAL,31800000,6762424690.0,Howto & Style,GENIAL,6734,Mexico,Howto,884.0,4.0,31455000.0,7900.0,125800.0,94400.0,1500000.0,0.0,2017.0,126014024.0,23.634501,-102.552784
MR. INDIAN HACKER,31700000,5711208484.0,Science & Technology,MR. INDIAN HACKER,929,India,Tech,1132.0,1.0,109125000.0,27300.0,436500.0,327400.0,5200000.0,500000.0,2012.0,1366417754.0,20.593684,78.96288
Worldwide Records Bhojpuri,31700000,16476978876.0,Music,Worldwide Records Bhojpuri,6518,India,Music,177.0,48.0,112648000.0,28200.0,450600.0,337900.0,5400000.0,200000.0,2012.0,1366417754.0,20.593684,78.96288
DONA ï¿½ï¿½,31700000,21031745531.0,Entertainment,DONA ï¿½ï¿½,166,United States,Entertainment,110.0,42.0,153280000.0,38300.0,613100.0,459800.0,7400000.0,200000.0,2018.0,328239523.0,37.09024,-95.712891
Dream,31700000,2930015381.0,Gaming,Dream,116,United States,Games,2986.0,12.0,27022000.0,6800.0,108100.0,81100.0,1300000.0,200000.0,2014.0,328239523.0,37.09024,-95.712891
Lucas and Marcus,31600000,11615848291.0,Entertainment,Lucas and Marcus,1321,United States,Entertainment,339.0,43.0,312099000.0,78000.0,1200000.0,936300.0,15000000.0,400000.0,2011.0,328239523.0,37.09024,-95.712891
JustinBieberVEVO,31600000,26583873105.0,Music,JustinBieberVEVO,204,United States,Music,63.0,49.0,105126000.0,26300.0,420500.0,315400.0,5000000.0,0.0,2009.0,328239523.0,37.09024,-95.712891
Luis Fonsi,31400000,15176762479.0,Entertainment,luisfonsi,0,Unknown,Unknown,4057944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,0.0,0.0,0.0
Peppa Pig - Official Channel,31400000,22919271731.0,Film & Animation,Peppa Pig - Official Channel,3589,United Kingdom,Education,91.0,11.0,244925000.0,61200.0,979700.0,734800.0,11800000.0,300000.0,2013.0,66834405.0,55.378051,-3.435973
YOLO AVENTURAS,31200000,9673649438.0,People & Blogs,YOLO AVENTURAS,65,Venezuela,Comedy,3361188.0,2270.0,3589.0,0.9,14.0,11.0,172.0,100.0,2018.0,28515829.0,6.42375,-66.58973
The Tonight Show Starring Jimmy Fallon,31200000,17111726160.0,Comedy,The Tonight Show Starring Jimmy Fallon,8976,United States,Comedy,166.0,6.0,22511000.0,0.0,0.0,0.0,0.0,100000.0,2006.0,328239523.0,37.09024,-95.712891
TheDonato,31200000,6187804950.0,Entertainment,TheDonato,3027,Argentina,Games,997.0,12.0,190679000.0,47700.0,762700.0,572000.0,9200000.0,1900000.0,2015.0,44938712.0,-38.416097,-63.616672
ImagineDragons,30700000,16793072362.0,Music,ImagineDragons,92,United States,Music,169.0,50.0,188837000.0,47200.0,755300.0,566500.0,9100000.0,100000.0,2009.0,328239523.0,37.09024,-95.712891
Diana and Roma ESP,30700000,12355992466.0,Unknown,Diana and Roma ESP,578,United States,Entertainment,313.0,45.0,102998000.0,25700.0,412000.0,309000.0,4900000.0,200000.0,2016.0,328239523.0,37.09024,-95.712891
Round2hell,30700000,3145161634.0,Comedy,Round2hell,67,India,Entertainment,2687.0,45.0,31822000.0,8000.0,127300.0,95500.0,1500000.0,300000.0,2016.0,1366417754.0,20.593684,78.96288
Zee News,30500000,16709857823.0,News & Politics,Zee News,180092,India,News,168.0,4.0,461472000.0,115400.0,1800000.0,1400000.0,22200000.0,600000.0,2007.0,1366417754.0,20.593684,78.96288
AboFlah,30500000,4521573939.0,Gaming,AboFlah,641,Kuwait,Entertainment,1573.0,7.0,157908000.0,39500.0,631600.0,473700.0,7600000.0,1300000.0,2016.0,4207083.0,29.31166,47.481766
AH,30400000,4332274962.0,Entertainment,AH,2197,Indonesia,Entertainment,1701.0,46.0,21440000.0,5400.0,85800.0,64300.0,1000000.0,0.0,2014.0,270203917.0,-0.789275,113.921327
Trap Nation,30400000,14037426379.0,Music,Trap Nation,2725,United States,Music,255.0,51.0,45822000.0,11500.0,183300.0,137500.0,2200000.0,0.0,2012.0,328239523.0,37.09024,-95.712891
ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,30400000,17999961915.0,Unknown,ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,532,United States,Entertainment,147.0,46.0,122926000.0,30700.0,491700.0,368800.0,5900000.0,300000.0,2018.0,328239523.0,37.09024,-95.712891
Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,30300000,13546549817.0,Entertainment,Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,223,United States,Entertainment,269.0,47.0,22724000.0,5700.0,90900.0,68200.0,1100000.0,0.0,2012.0,328239523.0,37.09024,-95.712891
Adele,30200000,14199108016.0,Music,Adele,15,United Kingdom,Music,248.0,53.0,137099000.0,34300.0,548400.0,411300.0,6600000.0,100000.0,2008.0,66834405.0,55.378051,-3.435973
Talking Tom,30200000,15199330166.0,Comedy,TalkingTom,2,United States,Entertainment,4057345.0,6776.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,328239523.0,37.09024,-95.712891
ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,30200000,27684955537.0,Entertainment,ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,3254,Jordan,Music,51.0,52.0,116434000.0,29100.0,465700.0,349300.0,5600000.0,100000.0,2008.0,10101694.0,30.585164,36.238414
Frost Diamond,30100000,7277493940.0,Gaming,frostdiamond,0,Unknown,Unknown,4057944.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,0.0,0.0,0.0
Spinnin' Records,30100000,19607009165.0,Music,Spinnin' Records,11501,Netherlands,Music,127.0,54.0,100040000.0,25000.0,400200.0,300100.0,4800000.0,100000.0,2007.0,17332850.0,52.132633,5.291266
Little Angel: Nursery Rhymes & Kids Songs,30100000,22593193994.0,Education,Little Angel: Nursery Rhymes & Kids Songs,1349,United States,Education,95.0,12.0,107525000.0,26900.0,430100.0,322600.0,5200000.0,0.0,2015.0,328239523.0,37.09024,-95.712891
jacksepticeye,30100000,16246625836.0,Gaming,jacksepticeye,5114,Unknown,Games,183.0,14.0,40425000.0,10100.0,161700.0,121300.0,1900000.0,100000.0,2007.0,0.0,0.0,0.0
Shawn Mendes,30000000,12831200855.0,Music,Shawn Mendes,133,Canada,Music,295.0,55.0,88749000.0,22200.0,355000.0,266200.0,4300000.0,0.0,2011.0,36991981.0,56.130366,-106.346771
ashish chanchlani vines,29800000,4457913639.0,Comedy,ashish chanchlani vines,151,India,Comedy,1622.0,8.0,26171000.0,6500.0,104700.0,78500.0,1300000.0,100000.0,2009.0,1366417754.0,20.593684,78.96288
Ultra Records,29600000,17208027242.0,Music,Ultra Records,4903,United States,Music,165.0,56.0,81884000.0,20500.0,327500.0,245700.0,3900000.0,0.0,2006.0,328239523.0,37.09024,-95.712891
Maluma,29300000,21226945136.0,Music,MaLuMa,14,Argentina,People,4051498.0,7658.0,15.0,0.0,0.06,0.05,0.72,0.0,2015.0,44938712.0,-38.416097,-63.616672
Zhong,29200000,14727238483.0,Entertainment,Zhong,1513,United States,Entertainment,230.0,48.0,180519000.0,0.0,0.0,0.0,0.0,1000000.0,2015.0,328239523.0,37.09024,-95.712891
Enaldinho,29200000,11627437847.0,Comedy,Enaldinho,3654,Brazil,Games,338.0,15.0,303100000.0,75800.0,1200000.0,909300.0,14500000.0,1000000.0,2012.0,212559417.0,-14.235004,-51.92528
AuronPlay,29200000,4079141673.0,Comedy,AuronPlay,404,Spain,Comedy,1852.0,9.0,12143000.0,3000.0,48600.0,36400.0,582900.0,0.0,2006.0,47076781.0,40.463667,-3.74922
Shorts Break,29000000,19466238065.0,Comedy,shorts break,42,Unknown,Unknown,3997024.0,0.0,60805.0,15.0,243.0,182.0,2900.0,151.0,2021.0,0.0,0.0,0.0
infobells - Tamil,28900000,17930570614.0,Education,infobells - Tamil,555,India,Education,149.0,13.0,109828000.0,27500.0,439300.0,329500.0,5300000.0,200000.0,2014.0,1366417754.0,20.593684,78.96288
Aditya Music India,28500000,25857994495.0,Music,Aditya Music,0,Unknown,Music,4057944.0,4721.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,0.0
The Late Late Show with James Corden,28400000,9956764048.0,Entertainment,The Late Late Show with James Corden,5809,United States,Entertainment,445.0,49.0,26435000.0,6600.0,105700.0,79300.0,1300000.0,0.0,2006.0,328239523.0,37.09024,-95.712891
Aditya Movies,28400000,10062770060.0,Movies,Aditya Movies,5436,India,Film,432.0,11.0,227355000.0,56800.0,909400.0,682100.0,10900000.0,500000.0,2012.0,1366417754.0,20.593684,78.96288
Masha y el Oso,28300000,13577142726.0,Film & Animation,Masha y El oso,6,Unknown,Unknown,4057907.0,0.0,2.0,0.0,0.01,0.01,0.1,0.0,2019.0,0.0,0.0,0.0
infobells - Telugu,28300000,14814192034.0,Education,infobells - Telugu,505,India,Education,223.0,14.0,288110000.0,72000.0,1200000.0,864300.0,13800000.0,800000.0,2014.0,1366417754.0,20.593684,78.96288
HUM TV,28300000,23844936965.0,Entertainment,HUM TV,106983,Pakistan,Entertainment,80.0,49.0,684860000.0,171200.0,2700000.0,2100000.0,32900000.0,700000.0,2011.0,216565318.0,30.375321,69.345116
Shemaroo Movies,28200000,7600740993.0,Entertainment,Shemaroo Movies,3009,India,Film,721.0,13.0,184966000.0,46200.0,739900.0,554900.0,8900000.0,500000.0,2011.0,1366417754.0,20.593684,78.96288
Michael Jackson,28200000,14412474625.0,Music,Michael Jackson,15,United States,Music,242.0,59.0,158591000.0,39600.0,634400.0,475800.0,7600000.0,200000.0,2005.0,328239523.0,37.09024,-95.712891
Drake,28100000,15318895118.0,Music,drake,3,Unknown,Film,4011030.0,4909.0,31.0,0.01,0.12,0.09,1.0,1.0,2005.0,0.0,0.0,0.0
Goldmines Dishoom,28000000,8603468420.0,Film & Animation,Goldmines Dishoom,3878,Unknown,Film,587.0,14.0,129211000.0,32300.0,516800.0,387600.0,6200000.0,400000.0,2016.0,0.0,0.0,0.0
Sandeep Maheshwari,27800000,2303069221.0,People & Blogs,Sandeepmaheshwari,0,Singapore,Unknown,4057944.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,5703569.0,1.352083,103.819836
Bounce Patrol - Kids Songs,27800000,21037851468.0,Music,Bounce Patrol - Kids Songs,292,Australia,Music,111.0,61.0,127441000.0,31900.0,509800.0,382300.0,6100000.0,0.0,2013.0,25766605.0,-25.274398,133.775136
toycantando,27700000,15777682516.0,Music,toycantando,619,Colombia,Music,197.0,62.0,173836000.0,43500.0,695300.0,521500.0,8300000.0,200000.0,2009.0,50339443.0,4.570868,-74.297333
MrBeast 2,27500000,4552581106.0,People & Blogs,Leaux Pass,27,United States,Music,2161873.0,4311.0,649.0,0.0,0.0,0.0,0.0,0.0,2011.0,328239523.0,37.09024,-95.712891
Wiz Khalifa,27500000,13379395501.0,Music,Wiz Khalifa,682,United States,Music,275.0,63.0,90450000.0,22600.0,361800.0,271300.0,4300000.0,100000.0,2008.0,328239523.0,37.09024,-95.712891
JYP Entertainment,27400000,19883150017.0,Music,JYP Entertainment,1753,South Korea,Music,124.0,64.0,307631000.0,76900.0,1200000.0,922900.0,14800000.0,200000.0,2008.0,51709098.0,35.907757,127.766922
ýýý Kids Roma Show,27400000,10336420490.0,People & Blogs,ýýý Kids Roma Show,642,United States,Entertainment,418.0,50.0,175844000.0,44000.0,703400.0,527500.0,8400000.0,400000.0,2015.0,328239523.0,37.09024,-95.712891
DanTDM,27400000,19417887510.0,Gaming,DanTDM,3664,United Kingdom,Games,132.0,16.0,78668000.0,19700.0,314700.0,236000.0,3800000.0,500000.0,2012.0,66834405.0,55.378051,-3.435973
Nick Jr.,27300000,22440611155.0,Film & Animation,Nick Jr.,5438,United States,Entertainment,100.0,51.0,42546000.0,10600.0,170200.0,127600.0,2000000.0,200000.0,2012.0,328239523.0,37.09024,-95.712891
Crazy XYZ,27300000,7705492350.0,Entertainment,Crazy XYZ,1259,India,Tech,707.0,2.0,102235000.0,25600.0,408900.0,306700.0,4900000.0,100000.0,2017.0,1366417754.0,20.593684,78.96288
ToyPuddingTV,27100000,15916882228.0,Entertainment,ToyPudding TV[ï¿½ï¿½ï¿½ï¿½ï,2,Unknown,People,4052296.0,7692.0,14.0,0.0,0.06,0.04,0.67,0.0,2017.0,0.0,0.0,0.0
Dushyant kukreja,27100000,17318452893.0,Entertainment,Dushyant kukreja,889,India,Entertainment,159.0,52.0,429692000.0,107400.0,1700000.0,1300000.0,20600000.0,700000.0,2015.0,1366417754.0,20.593684,78.96288
Gulshan Kalra,27100000,12732444881.0,Howto & Style,Gulshan Kalra,545,Unknown,Howto,296.0,5.0,502779000.0,125700.0,2000000.0,1500000.0,24100000.0,1300000.0,2018.0,0.0,0.0,0.0
Brent Rivera,27000000,6570935979.0,Comedy,Brent Rivera,554,United States,Entertainment,909.0,53.0,144453000.0,36100.0,577800.0,433400.0,6900000.0,300000.0,2009.0,328239523.0,37.09024,-95.712891
Renato Garcia YT,26900000,7938616641.0,Entertainment,Renato Garcia YT,3956,Brazil,Entertainment,664.0,54.0,82912000.0,20700.0,331600.0,248700.0,4000000.0,200000.0,2011.0,212559417.0,-14.235004,-51.92528
Beast Reacts,26700000,4388047013.0,People & Blogs,Beast Reacts,241,United States,Entertainment,1632.0,54.0,276187000.0,69000.0,1100000.0,828600.0,13300000.0,1200000.0,2016.0,328239523.0,37.09024,-95.712891
enchufetv,26700000,10317306313.0,Comedy,enchufetv,975,Colombia,Comedy,420.0,11.0,24363000.0,6100.0,97500.0,73100.0,1200000.0,0.0,2011.0,50339443.0,4.570868,-74.297333
Netflix,26700000,7173668905.0,Entertainment,Netflix,6471,United States,Entertainment,797.0,55.0,118226000.0,29600.0,472900.0,354700.0,5700000.0,200000.0,2012.0,328239523.0,37.09024,-95.712891
Raffy Tulfo in Action,26500000,15065753455.0,News & Politics,Raffy Tulfo in Action,10022,Philippines,News,219.0,5.0,163130000.0,40800.0,652500.0,489400.0,7800000.0,300000.0,2016.0,108116615.0,12.879721,121.774017
WORLDSTARHIPHOP,26500000,20358117330.0,Music,WORLDSTARHIPHOP,6873,United States,Music,117.0,65.0,89098000.0,22300.0,356400.0,267300.0,4300000.0,0.0,2008.0,328239523.0,37.09024,-95.712891
Goldmines Bollywood,26400000,8595760553.0,Film & Animation,Goldmines Bollywood,3622,India,Film,588.0,15.0,99677000.0,24900.0,398700.0,299000.0,4800000.0,400000.0,2015.0,1366417754.0,20.593684,78.96288
Alan Chikin Chow,26400000,27006526665.0,Comedy,Alan Chikin Chow,865,United States,Comedy,61.0,12.0,1046000000.0,261500.0,4200000.0,3100000.0,50200000.0,1300000.0,2020.0,328239523.0,37.09024,-95.712891
PANDA BOI,26400000,17211600007.0,Entertainment,PANDA BOI,967,Italy,Entertainment,158.0,55.0,1225000000.0,306400.0,4900000.0,3700000.0,58800000.0,2000000.0,2020.0,60297396.0,41.87194,12.56738
BB Ki Vines,26300000,4749833967.0,Entertainment,BB Ki Vines,190,India,Entertainment,1462.0,57.0,17264000.0,4300.0,69100.0,51800.0,828600.0,0.0,2015.0,1366417754.0,20.593684,78.96288
D Billions,26200000,31977463002.0,Unknown,D Billions,775,United States,Entertainment,33.0,58.0,487076000.0,121800.0,1900000.0,1500000.0,23400000.0,200000.0,2019.0,328239523.0,37.09024,-95.712891
Junya.ï¿½ï¿½ï¿½ï¿½,26200000,16097531087.0,Entertainment,Junya.ï¿½ï¿½ï¿½ï¿½,5985,Japan,Entertainment,184.0,56.0,721848000.0,180500.0,2900000.0,2200000.0,34600000.0,1100000.0,2020.0,126226568.0,36.204824,138.252924
Smosh,26100000,10435474336.0,Comedy,Smosh,1619,United States,Comedy,410.0,13.0,68156000.0,17000.0,272600.0,204500.0,3300000.0,400000.0,2005.0,328239523.0,37.09024,-95.712891
1MILLION Dance Studio,26100000,7886440199.0,Entertainment,1MILLION Dance Studio,0,Saudi Arabia,Music,4057944.0,5641.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,34268528.0,23.885942,45.079162
NichLmao,26000000,14101010609.0,People & Blogs,NichLmao,868,Unknown,People,249.0,6.0,606362000.0,151600.0,2400000.0,1800000.0,29100000.0,1100000.0,2018.0,0.0,0.0,0.0
Beyoncï¿,26000000,17308961985.0,Music,Beyoncï¿,240,United States,Music,163.0,66.0,55454000.0,13900.0,221800.0,166400.0,2700000.0,0.0,2005.0,328239523.0,37.09024,-95.712891
Marï¿½ï¿½ï¿½ï¿½ï¿½,26000000,18597534412.0,Music,mariliamendonca,1,Unknown,Music,4057142.0,4914.0,3.0,0.0,0.01,0.01,0.14,3.0,2008.0,0.0,0.0,0.0
Indosiar,25900000,11372071889.0,Music,Indosiar,65286,Indonesia,Entertainment,358.0,60.0,230183000.0,57500.0,920700.0,690500.0,11000000.0,600000.0,2013.0,270203917.0,-0.789275,113.921327
VanossGaming,25800000,15541421838.0,Gaming,VanossGaming,1762,Canada,Games,206.0,17.0,54947000.0,13700.0,219800.0,164800.0,2600000.0,0.0,2011.0,36991981.0,56.130366,-106.346771
David Guetta,25700000,17793809548.0,Music,David Guetta,749,United States,Music,153.0,67.0,164215000.0,41100.0,656900.0,492600.0,7900000.0,100000.0,2009.0,328239523.0,37.09024,-95.712891
LosPolinesios,25700000,7466926260.0,People & Blogs,LosPolinesios,982,Mexico,People,746.0,7.0,30501000.0,7600.0,122000.0,91500.0,1500000.0,0.0,2012.0,126014024.0,23.634501,-102.552784
Nicki Minaj,25700000,10242981063.0,Music,Nicki Minaj,42,United States,Music,425.0,67.0,103631000.0,25900.0,414500.0,310900.0,5000000.0,100000.0,2013.0,328239523.0,37.09024,-95.712891
Fede Vigevani,25600000,7962725960.0,Howto & Style,Fede Vigevani,0,Unknown,Unknown,4057944.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2019.0,0.0,0.0,0.0
TaylorSwiftVEVO,25600000,25592378292.0,Music,TaylorSwiftVEVO,287,United States,Music,67.0,68.0,318593000.0,79600.0,1300000.0,955800.0,15300000.0,100000.0,2009.0,328239523.0,37.09024,-95.712891
ZHC,25500000,2726917087.0,Film & Animation,zhc,5,Unknown,Entertainment,4042995.0,6739.0,20.0,0.01,0.08,0.06,0.96,4.0,2006.0,0.0,0.0,0.0
Post Malone,25500000,14401218086.0,Music,Post Malone,78,United States,Music,243.0,69.0,195499000.0,48900.0,782000.0,586500.0,9400000.0,100000.0,2011.0,328239523.0,37.09024,-95.712891
Rans Entertainment,25400000,6430853035.0,People & Blogs,Rans Entertainment,3716,Indonesia,Entertainment,942.0,62.0,58487000.0,14600.0,233900.0,175500.0,2800000.0,100000.0,2015.0,270203917.0,-0.789275,113.921327
LankyBox,25400000,34300482066.0,Comedy,LankyBox,8775,United States,Games,29.0,18.0,815341000.0,203800.0,3300000.0,2400000.0,39100000.0,600000.0,2016.0,328239523.0,37.09024,-95.712891
Coldplay,25300000,17331663193.0,Music,Coldplay,398,United Kingdom,Music,160.0,70.0,198875000.0,49700.0,795500.0,596600.0,9500000.0,100000.0,2010.0,66834405.0,55.378051,-3.435973
Las Ratitas,25200000,9602246828.0,People & Blogs,LAS RATITAS,4,Unknown,People,4051936.0,7690.0,11.0,0.0,0.04,0.03,0.53,0.0,2019.0,0.0,0.0,0.0
WB Kids,25200000,11081602368.0,People & Blogs,WB Kids,2025,United States,Film,375.0,16.0,140319000.0,35100.0,561300.0,421000.0,6700000.0,300000.0,2015.0,328239523.0,37.09024,-95.712891
ABPLIVE,25200000,7968363381.0,People & Blogs,ABPLIVE,12,Unknown,People,4026389.0,7421.0,2.0,0.0,0.01,0.01,0.1,0.0,2014.0,0.0,0.0,0.0
Chris Brown,25200000,15520569496.0,Music,ChrisBrown,0,Unknown,Unknown,3612215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Lallantop,25200000,10409352249.0,News & Politics,The Lallantop,51129,India,News,408.0,6.0,273920000.0,68500.0,1100000.0,821800.0,13100000.0,300000.0,2015.0,1366417754.0,20.593684,78.96288
RihannaVEVO,25100000,19458807708.0,Music,RihannaVEVO,118,United States,Music,130.0,72.0,94246000.0,23600.0,377000.0,282700.0,4500000.0,0.0,2009.0,328239523.0,37.09024,-95.712891
WatchMojo.com,25100000,16357064198.0,Music,WatchMojo.com,24837,Canada,Entertainment,180.0,64.0,49009000.0,12300.0,196000.0,147000.0,2400000.0,0.0,2007.0,36991981.0,56.130366,-106.346771
TRANS7 OFFICIAL,25000000,14169516119.0,Entertainment,TRANS7 OFFICIAL,89179,Indonesia,Entertainment,251.0,64.0,123189000.0,30800.0,492800.0,369600.0,5900000.0,100000.0,2014.0,270203917.0,-0.789275,113.921327
Anuel AA,25000000,14827085149.0,Music,Anuel AA,147,Colombia,Music,225.0,73.0,284144000.0,71000.0,1100000.0,852400.0,13600000.0,300000.0,2016.0,50339443.0,4.570868,-74.297333
Dan Rhodes,24800000,17387583720.0,Entertainment,Dan Rhodes,1644,United Kingdom,Entertainment,157.0,66.0,331889000.0,83000.0,1300000.0,995700.0,15900000.0,500000.0,2015.0,66834405.0,55.378051,-3.435973
Yuya,24800000,2588501115.0,Howto & Style,Yuya,672,Mexico,Howto,3505.0,6.0,336291.0,84.0,1300.0,1000.0,16100.0,0.0,2009.0,126014024.0,23.634501,-102.552784
